Gene	HCC1143	COLO829	HCC1937	HCC1395	NCI-H1770
C3orf70	1.0	1.0	unstable_segmentation	0.0	-1.0
C3orf80	1.0	1.0	1.0	unstable_segmentation	-1.0
C3orf84	-1.0	1.0	0.0	0.0	-1.0
C4BPA	1.0	1.0	unstable_segmentation	0.0	1.0
C4BPB	1.0	1.0	unstable_segmentation	0.0	1.0
C4orf17	-1.0	1.0	0.0	unstable_segmentation	-1.0
C4orf19	0.0	-1.0	-1.0	0.0	-1.0
C4orf3	-1.0	1.0	0.0	unstable_segmentation	-1.0
C4orf33	-1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
C4orf36	-1.0	1.0	0.0	0.0	-1.0
C4orf45	-1.0	1.0	0.0	unstable_segmentation	-1.0
C4orf46	-1.0	1.0	0.0	unstable_segmentation	-1.0
C4orf47	-1.0	1.0	0.0	unstable_segmentation	-1.0
C4orf48	0.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
C4orf50	0.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
C4orf51	-1.0	1.0	0.0	unstable_segmentation	-1.0
C5	0.0	1.0	1.0	unstable_segmentation	0.0
C5AR1	1.0	0.0	1.0	-1.0	0.0
C5AR2	1.0	0.0	1.0	-1.0	0.0
C5orf15	1.0	-1.0	1.0	unstable_segmentation	-1.0
C5orf22	2.0	-1.0	1.0	1.0	-1.0
C5orf24	1.0	-1.0	1.0	unstable_segmentation	-1.0
C5orf30	1.0	-1.0	-1.0	unstable_segmentation	-1.0
C5orf34	1.0	-1.0	unstable_segmentation	0.0	-1.0
C5orf38	2.0	unstable_segmentation	2.0	2.0	-1.0
C5orf46	1.0	-1.0	1.0	0.0	-1.0
C5orf47	1.0	-1.0	1.0	0.0	-1.0
C5orf49	2.0	-1.0	2.0	2.0	-1.0
C5orf51	1.0	-1.0	unstable_segmentation	0.0	-1.0
C5orf52	1.0	-1.0	1.0	0.0	-1.0
C5orf63	1.0	-1.0	1.0	-1.0	-1.0
C5orf67	1.0	-1.0	-1.0	unstable_segmentation	-1.0
C6	1.0	-1.0	1.0	0.0	-1.0
C6orf118	1.0	0.0	-1.0	unstable_segmentation	-1.0
C6orf120	1.0	0.0	-1.0	unstable_segmentation	unstable_segmentation
C6orf132	1.0	0.0	1.0	unstable_segmentation	-1.0
C6orf136	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
C6orf141	1.0	1.0	0.0	1.0	-1.0
C6orf15	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
C6orf163	1.0	0.0	0.0	unstable_segmentation	-1.0
C6orf201	0.0	1.0	unstable_segmentation	2.0	-1.0
C6orf223	1.0	0.0	1.0	unstable_segmentation	-1.0
C6orf226	1.0	0.0	1.0	unstable_segmentation	-1.0
C6orf47	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
C6orf52	1.0	1.0	1.0	unstable_segmentation	-1.0
C6orf58	1.0	0.0	0.0	0.0	-1.0
C6orf89	0.0	0.0	0.0	1.0	-1.0
C7	1.0	-1.0	1.0	0.0	-1.0
C7orf26	0.0	1.0	1.0	unstable_segmentation	1.0
C7orf31	0.0	1.0	1.0	unstable_segmentation	1.0
C7orf50	0.0	1.0	1.0	unstable_segmentation	1.0
C7orf57	2.0	1.0	unstable_segmentation	0.0	1.0
C8A	0.0	0.0	-1.0	-1.0	1.0
C8B	0.0	0.0	-1.0	-1.0	1.0
C8G	0.0	1.0	1.0	1.0	0.0
C8orf34	2.0	0.0	1.0	unstable_segmentation	-1.0
C8orf48	-1.0	unstable_segmentation	-1.0	-1.0	-1.0
C8orf58	-1.0	0.0	-1.0	-1.0	-1.0
C8orf76	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
C8orf82	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
C9	1.0	-1.0	1.0	0.0	-1.0
C9orf116	0.0	1.0	1.0	1.0	0.0
C9orf129	0.0	1.0	1.0	1.0	0.0
C9orf131	0.0	1.0	0.0	unstable_segmentation	0.0
C9orf135	0.0	1.0	unstable_segmentation	0.0	0.0
C9orf152	0.0	1.0	1.0	unstable_segmentation	0.0
C9orf153	0.0	1.0	1.0	unstable_segmentation	0.0
C9orf16	0.0	1.0	1.0	0.0	0.0
C9orf24	0.0	1.0	0.0	unstable_segmentation	0.0
C9orf40	0.0	1.0	unstable_segmentation	0.0	0.0
C9orf43	0.0	1.0	1.0	0.0	0.0
C9orf50	0.0	1.0	1.0	0.0	0.0
C9orf57	0.0	1.0	unstable_segmentation	0.0	0.0
C9orf64	0.0	1.0	1.0	0.0	0.0
C9orf78	0.0	1.0	1.0	0.0	0.0
C9orf85	0.0	1.0	unstable_segmentation	0.0	0.0
CA11	1.0	0.0	1.0	-1.0	0.0
CA12	2.0	-1.0	-1.0	0.0	0.0
CA4	0.0	0.0	0.0	-1.0	0.0
CA5A	0.0	-1.0	1.0	unstable_segmentation	0.0
CA5B	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
CA6	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
CA7	0.0	-1.0	1.0	2.0	0.0
CA8	2.0	0.0	1.0	unstable_segmentation	-1.0
CA9	0.0	1.0	0.0	unstable_segmentation	0.0
CAB39	-1.0	0.0	-1.0	unstable_segmentation	-1.0
CAB39L	-1.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CABIN1	2.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
CABP1	0.0	0.0	-1.0	-1.0	-1.0
CABP5	1.0	0.0	1.0	-1.0	0.0
CABP7	2.0	1.0	-1.0	unstable_segmentation	-1.0
CABS1	-1.0	1.0	-1.0	unstable_segmentation	-1.0
CABYR	1.0	0.0	0.0	1.0	0.0
CACFD1	0.0	1.0	1.0	1.0	0.0
CACHD1	0.0	0.0	-1.0	unstable_segmentation	1.0
CACNA1A	0.0	0.0	unstable_segmentation	1.0	0.0
CACNA1B	0.0	1.0	unstable_segmentation	1.0	0.0
CACNA1C	0.0	0.0	1.0	1.0	0.0
CACNA1D	-1.0	1.0	0.0	0.0	-1.0
CACNA1E	1.0	1.0	0.0	1.0	1.0
CACNA1H	1.0	0.0	0.0	0.0	unstable_segmentation
CACNA1I	2.0	1.0	unstable_segmentation	1.0	-1.0
CACNA1S	0.0	1.0	0.0	1.0	1.0
CACNA2D1	-1.0	1.0	-1.0	1.0	1.0
CACNA2D2	-1.0	1.0	0.0	0.0	-1.0
CACNA2D3	-1.0	1.0	0.0	0.0	-1.0
CACNA2D4	0.0	0.0	1.0	1.0	0.0
CACNB1	-2.0	0.0	unstable_segmentation	-1.0	0.0
CACNB2	2.0	0.0	-1.0	-1.0	-1.0
CACNB3	0.0	0.0	-1.0	-1.0	-1.0
CACNB4	-1.0	0.0	0.0	-1.0	-1.0
CACNG1	0.0	0.0	0.0	unstable_segmentation	0.0
CACNG2	2.0	1.0	unstable_segmentation	1.0	-1.0
CACNG3	1.0	0.0	0.0	unstable_segmentation	0.0
CACNG4	0.0	0.0	0.0	unstable_segmentation	0.0
CACNG5	0.0	0.0	0.0	unstable_segmentation	0.0
CACNG6	1.0	0.0	2.0	1.0	0.0
CACNG7	1.0	0.0	2.0	1.0	0.0
CACNG8	1.0	0.0	2.0	1.0	0.0
CACUL1	0.0	-1.0	-1.0	-1.0	-1.0
CACYBP	1.0	1.0	1.0	1.0	1.0
CAD	-1.0	0.0	0.0	-1.0	0.0
CADM1	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
CADM2	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
CADM3	1.0	1.0	1.0	0.0	1.0
CADM4	1.0	0.0	1.0	-1.0	0.0
CADPS	-1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
CADPS2	0.0	1.0	-1.0	1.0	1.0
CAGE1	0.0	1.0	unstable_segmentation	2.0	-1.0
CALB2	0.0	unstable_segmentation	1.0	2.0	0.0
CALCA	0.0	0.0	-1.0	-1.0	0.0
CALCB	0.0	0.0	-1.0	-1.0	0.0
CALCOCO1	0.0	0.0	-1.0	-1.0	-1.0
CALCRL	-1.0	0.0	0.0	unstable_segmentation	unstable_segmentation
CALD1	-1.0	2.0	-1.0	1.0	1.0
CALHM1	0.0	-1.0	-1.0	-1.0	-1.0
CALHM2	0.0	-1.0	-1.0	-1.0	-1.0
CALHM3	0.0	-1.0	-1.0	-1.0	-1.0
CALM1	1.0	0.0	0.0	1.0	-1.0
CALM2	0.0	0.0	0.0	0.0	0.0
CALM3	1.0	0.0	1.0	-1.0	0.0
CALML3	2.0	-1.0	-1.0	unstable_segmentation	-1.0
CALML4	1.0	-1.0	-1.0	0.0	0.0
CALML5	2.0	-1.0	-1.0	unstable_segmentation	-1.0
CALML6	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
CALN1	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
CALR	0.0	0.0	unstable_segmentation	1.0	0.0
CALU	-1.0	2.0	-1.0	1.0	1.0
CALY	0.0	-1.0	unstable_segmentation	1.0	-1.0
CAMK1	2.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
CAMK1D	2.0	0.0	-1.0	-1.0	-1.0
CAMK2A	1.0	-1.0	1.0	0.0	-1.0
CAMK2B	2.0	1.0	unstable_segmentation	0.0	1.0
CAMK2D	-1.0	1.0	0.0	unstable_segmentation	-1.0
CAMK2G	0.0	unstable_segmentation	-1.0	-1.0	-1.0
CAMK2N1	1.0	0.0	-1.0	unstable_segmentation	1.0
CAMK2N2	1.0	1.0	unstable_segmentation	0.0	-1.0
CAMK4	1.0	-1.0	-1.0	unstable_segmentation	-1.0
CAMKK1	1.0	0.0	0.0	1.0	-1.0
CAMKK2	0.0	0.0	-1.0	-1.0	-1.0
CAMKMT	0.0	0.0	0.0	unstable_segmentation	0.0
CAMKV	-1.0	1.0	0.0	0.0	-1.0
CAMLG	1.0	-1.0	1.0	unstable_segmentation	-1.0
CAMP	-1.0	1.0	0.0	0.0	-1.0
CAMSAP1	0.0	1.0	1.0	1.0	0.0
CAMSAP3	0.0	0.0	1.0	-1.0	0.0
CAMTA1	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
CAMTA2	1.0	0.0	0.0	1.0	-1.0
CAND1	2.0	0.0	-1.0	-1.0	-1.0
CANT1	2.0	0.0	unstable_segmentation	1.0	0.0
CANX	1.0	-1.0	1.0	0.0	-1.0
CAP1	0.0	0.0	-1.0	0.0	1.0
CAP2	1.0	1.0	1.0	unstable_segmentation	-1.0
CAPG	-1.0	0.0	0.0	1.0	0.0
CAPN10	-1.0	0.0	-1.0	0.0	-1.0
CAPN11	1.0	0.0	1.0	unstable_segmentation	-1.0
CAPN12	1.0	0.0	1.0	-1.0	0.0
CAPN13	-1.0	0.0	0.0	-1.0	0.0
CAPN14	-1.0	0.0	0.0	-1.0	0.0
CAPN15	1.0	0.0	0.0	0.0	unstable_segmentation
CAPN2	1.0	1.0	1.0	0.0	1.0
CAPN3	1.0	-1.0	-1.0	-1.0	1.0
CAPN5	1.0	0.0	0.0	-1.0	0.0
CAPN6	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
CAPN8	1.0	1.0	1.0	0.0	1.0
CAPN9	1.0	1.0	1.0	0.0	1.0
CAPNS1	1.0	0.0	1.0	0.0	0.0
CAPNS2	0.0	-1.0	2.0	unstable_segmentation	0.0
CAPRIN1	0.0	0.0	-1.0	-1.0	0.0
CAPRIN2	0.0	0.0	0.0	0.0	0.0
CAPS	0.0	0.0	1.0	-1.0	0.0
CAPS2	0.0	0.0	-1.0	-1.0	-1.0
CAPSL	1.0	-1.0	1.0	unstable_segmentation	-1.0
CAPZA1	0.0	-1.0	1.0	-1.0	1.0
CAPZA3	0.0	0.0	1.0	1.0	0.0
CAPZB	0.0	0.0	-1.0	unstable_segmentation	1.0
CARD10	2.0	1.0	unstable_segmentation	1.0	-1.0
CARD11	0.0	1.0	1.0	unstable_segmentation	1.0
CARD14	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CARD16	-1.0	0.0	0.0	unstable_segmentation	0.0
CARD17	-1.0	0.0	0.0	unstable_segmentation	0.0
CARD18	-1.0	0.0	0.0	unstable_segmentation	0.0
CARD6	1.0	-1.0	1.0	0.0	-1.0
CARD8	1.0	0.0	1.0	-1.0	0.0
CARD9	0.0	1.0	1.0	1.0	0.0
CARF	-1.0	0.0	0.0	-1.0	-1.0
CARHSP1	1.0	0.0	0.0	0.0	unstable_segmentation
CARM1	0.0	0.0	1.0	-1.0	0.0
CARS2	0.0	0.0	1.0	-1.0	0.0
CARTPT	1.0	-1.0	-1.0	unstable_segmentation	-1.0
CASC1	0.0	0.0	1.0	unstable_segmentation	0.0
CASC4	1.0	-1.0	-1.0	-1.0	unstable_segmentation
CASK	-2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
CASKIN1	1.0	0.0	0.0	0.0	unstable_segmentation
CASKIN2	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CASP1	-1.0	0.0	0.0	unstable_segmentation	0.0
CASP10	-1.0	0.0	0.0	-1.0	-1.0
CASP12	-1.0	0.0	0.0	unstable_segmentation	0.0
CASP14	2.0	0.0	unstable_segmentation	1.0	0.0
CASP2	0.0	2.0	unstable_segmentation	unstable_segmentation	1.0
CASP3	-1.0	1.0	0.0	unstable_segmentation	-1.0
CASP4	-1.0	0.0	0.0	unstable_segmentation	0.0
CASP5	-1.0	0.0	0.0	unstable_segmentation	0.0
CASP6	-1.0	1.0	0.0	unstable_segmentation	-1.0
CASP7	0.0	-1.0	-1.0	-1.0	-1.0
CASP8	-1.0	0.0	0.0	-1.0	-1.0
CASP8AP2	1.0	0.0	0.0	unstable_segmentation	-1.0
CASP9	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
CASQ1	1.0	1.0	1.0	0.0	1.0
CASQ2	0.0	-1.0	1.0	-1.0	unstable_segmentation
CASR	1.0	1.0	unstable_segmentation	-1.0	-1.0
CASS4	1.0	1.0	1.0	0.0	0.0
CAST	1.0	-1.0	-1.0	-1.0	-1.0
CASZ1	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
CAT	0.0	0.0	-1.0	-1.0	0.0
CATIP	-1.0	0.0	-1.0	-1.0	-1.0
CATSPER2	1.0	-1.0	-1.0	-1.0	unstable_segmentation
CATSPER3	1.0	-1.0	1.0	unstable_segmentation	-1.0
CATSPER4	0.0	0.0	-1.0	unstable_segmentation	1.0
CATSPERD	0.0	0.0	1.0	-1.0	0.0
CATSPERG	1.0	0.0	1.0	0.0	0.0
CBFA2T2	2.0	1.0	1.0	-1.0	0.0
CBFA2T3	0.0	-1.0	1.0	unstable_segmentation	unstable_segmentation
CBFB	0.0	-1.0	1.0	2.0	0.0
CBL	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
CBLB	1.0	1.0	0.0	-1.0	-1.0
CBLC	1.0	0.0	1.0	-1.0	0.0
CBLN1	0.0	-1.0	2.0	unstable_segmentation	0.0
CBLN2	1.0	0.0	-1.0	-1.0	0.0
CBLN3	1.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CBLN4	1.0	1.0	1.0	0.0	0.0
CBR1	1.0	0.0	-1.0	-1.0	0.0
CBR3	1.0	0.0	-1.0	-1.0	0.0
CBR4	-1.0	1.0	0.0	unstable_segmentation	-1.0
CBWD2	0.0	0.0	0.0	-1.0	unstable_segmentation
CBX2	2.0	0.0	unstable_segmentation	1.0	0.0
CBX3	0.0	1.0	1.0	unstable_segmentation	1.0
CBX4	2.0	0.0	unstable_segmentation	1.0	0.0
CBX5	0.0	0.0	-1.0	-1.0	-1.0
CBX6	2.0	1.0	unstable_segmentation	1.0	-1.0
CBX7	2.0	1.0	unstable_segmentation	1.0	-1.0
CBX8	2.0	0.0	unstable_segmentation	1.0	0.0
CBY1	2.0	1.0	unstable_segmentation	1.0	-1.0
CBY3	1.0	-1.0	1.0	0.0	-1.0
CC2D1A	0.0	0.0	unstable_segmentation	1.0	0.0
CC2D1B	0.0	0.0	-1.0	-1.0	1.0
CC2D2B	0.0	-1.0	-1.0	-1.0	-1.0
CCAR1	0.0	unstable_segmentation	-1.0	-1.0	-1.0
CCAR2	-1.0	0.0	-1.0	-1.0	-1.0
CCDC102A	0.0	-1.0	1.0	2.0	unstable_segmentation
CCDC102B	1.0	0.0	-1.0	-1.0	0.0
CCDC103	1.0	0.0	unstable_segmentation	-1.0	0.0
CCDC105	2.0	0.0	unstable_segmentation	1.0	0.0
CCDC106	1.0	0.0	2.0	unstable_segmentation	0.0
CCDC107	0.0	1.0	0.0	unstable_segmentation	0.0
CCDC110	-1.0	1.0	0.0	unstable_segmentation	-1.0
CCDC112	1.0	-1.0	-1.0	-1.0	-1.0
CCDC113	0.0	-1.0	1.0	2.0	0.0
CCDC114	1.0	0.0	1.0	-1.0	0.0
CCDC115	-1.0	0.0	1.0	-1.0	-1.0
CCDC116	2.0	unstable_segmentation	0.0	-1.0	-1.0
CCDC117	2.0	1.0	-1.0	unstable_segmentation	-1.0
CCDC12	-1.0	1.0	0.0	0.0	-1.0
CCDC121	-1.0	0.0	0.0	-1.0	0.0
CCDC122	-1.0	0.0	-1.0	unstable_segmentation	0.0
CCDC124	1.0	0.0	1.0	0.0	0.0
CCDC125	1.0	unstable_segmentation	-1.0	unstable_segmentation	-1.0
CCDC126	0.0	1.0	1.0	unstable_segmentation	1.0
CCDC13	-1.0	1.0	-1.0	0.0	-1.0
CCDC130	0.0	0.0	unstable_segmentation	1.0	0.0
CCDC134	2.0	1.0	unstable_segmentation	1.0	-1.0
CCDC136	-1.0	2.0	-1.0	1.0	1.0
CCDC137	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CCDC138	0.0	0.0	0.0	unstable_segmentation	-1.0
CCDC14	1.0	1.0	unstable_segmentation	-1.0	-1.0
CCDC140	-1.0	0.0	-1.0	-1.0	-1.0
CCDC141	-1.0	0.0	0.0	unstable_segmentation	0.0
CCDC142	-1.0	0.0	0.0	-1.0	0.0
CCDC144A	1.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
CCDC144NL	1.0	0.0	0.0	unstable_segmentation	-1.0
CCDC146	-1.0	1.0	-1.0	1.0	1.0
CCDC148	-1.0	0.0	0.0	-1.0	-1.0
CCDC149	0.0	-1.0	-1.0	0.0	-1.0
CCDC15	-1.0	0.0	1.0	-1.0	unstable_segmentation
CCDC150	-1.0	0.0	unstable_segmentation	-1.0	-1.0
CCDC151	0.0	0.0	1.0	-1.0	0.0
CCDC152	1.0	-1.0	unstable_segmentation	0.0	-1.0
CCDC153	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
CCDC154	1.0	0.0	0.0	0.0	unstable_segmentation
CCDC155	1.0	0.0	1.0	unstable_segmentation	0.0
CCDC157	2.0	1.0	-1.0	unstable_segmentation	-1.0
CCDC158	-1.0	1.0	-1.0	unstable_segmentation	-1.0
CCDC159	0.0	0.0	1.0	-1.0	0.0
CCDC160	1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
CCDC166	2.0	0.0	2.0	unstable_segmentation	-1.0
CCDC167	0.0	0.0	0.0	1.0	-1.0
CCDC168	1.0	0.0	1.0	-1.0	0.0
CCDC169	-1.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
CCDC169-SOHLH2	-1.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
CCDC17	0.0	0.0	-1.0	0.0	1.0
CCDC170	1.0	0.0	-1.0	0.0	-1.0
CCDC172	0.0	-1.0	-1.0	-1.0	-1.0
CCDC173	-1.0	0.0	0.0	0.0	0.0
CCDC175	1.0	0.0	0.0	unstable_segmentation	-1.0
CCDC177	1.0	0.0	0.0	unstable_segmentation	-1.0
CCDC178	0.0	0.0	-1.0	1.0	0.0
CCDC179	0.0	unstable_segmentation	-1.0	-1.0	0.0
CCDC18	0.0	-1.0	1.0	unstable_segmentation	1.0
CCDC180	0.0	1.0	1.0	1.0	0.0
CCDC181	1.0	1.0	1.0	1.0	1.0
CCDC182	2.0	0.0	0.0	-1.0	0.0
CCDC183	0.0	1.0	1.0	1.0	0.0
CCDC184	0.0	0.0	-1.0	-1.0	-1.0
CCDC185	2.0	1.0	1.0	0.0	1.0
CCDC186	0.0	-1.0	-1.0	-1.0	-1.0
CCDC24	0.0	0.0	-1.0	0.0	1.0
CCDC27	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
CCDC28A	1.0	0.0	0.0	0.0	-1.0
CCDC28B	0.0	0.0	-1.0	0.0	1.0
CCDC3	2.0	0.0	-1.0	-1.0	-1.0
CCDC30	0.0	0.0	-1.0	0.0	1.0
CCDC33	1.0	-1.0	-1.0	0.0	0.0
CCDC34	0.0	0.0	-1.0	-1.0	0.0
CCDC36	-1.0	1.0	0.0	0.0	-1.0
CCDC38	0.0	0.0	-1.0	-1.0	-1.0
CCDC40	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CCDC42	1.0	0.0	unstable_segmentation	1.0	-1.0
CCDC43	1.0	0.0	unstable_segmentation	-1.0	0.0
CCDC47	0.0	0.0	0.0	unstable_segmentation	0.0
CCDC50	1.0	1.0	2.0	0.0	-1.0
CCDC51	-1.0	1.0	0.0	0.0	-1.0
CCDC54	1.0	1.0	0.0	-1.0	-1.0
CCDC57	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
CCDC58	1.0	1.0	unstable_segmentation	-1.0	-1.0
CCDC59	0.0	0.0	-1.0	-1.0	-1.0
CCDC6	1.0	-1.0	-1.0	-1.0	-1.0
CCDC60	0.0	0.0	-1.0	-1.0	-1.0
CCDC61	1.0	0.0	1.0	-1.0	0.0
CCDC62	0.0	0.0	-1.0	-1.0	-1.0
CCDC63	0.0	0.0	-1.0	-1.0	-1.0
CCDC65	0.0	0.0	-1.0	unstable_segmentation	-1.0
CCDC66	-1.0	1.0	0.0	unstable_segmentation	-1.0
CCDC68	0.0	0.0	-1.0	1.0	0.0
CCDC69	1.0	-1.0	1.0	0.0	-1.0
CCDC7	1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
CCDC70	-1.0	0.0	unstable_segmentation	-1.0	0.0
CCDC71	-1.0	1.0	0.0	0.0	-1.0
CCDC73	0.0	0.0	-1.0	-1.0	0.0
CCDC74A	-1.0	0.0	0.0	-1.0	-1.0
CCDC74B	-1.0	0.0	1.0	-1.0	-1.0
CCDC77	0.0	0.0	unstable_segmentation	1.0	0.0
CCDC78	1.0	0.0	0.0	0.0	unstable_segmentation
CCDC8	1.0	0.0	1.0	-1.0	0.0
CCDC80	1.0	1.0	0.0	-1.0	-1.0
CCDC81	-1.0	0.0	0.0	-1.0	0.0
CCDC82	-1.0	0.0	0.0	unstable_segmentation	0.0
CCDC84	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
CCDC85A	0.0	0.0	0.0	0.0	0.0
CCDC88A	0.0	0.0	0.0	0.0	0.0
CCDC88C	1.0	0.0	0.0	1.0	-1.0
CCDC9	1.0	0.0	1.0	-1.0	0.0
CCDC91	0.0	0.0	0.0	0.0	0.0
CCDC92	0.0	0.0	-1.0	-1.0	-1.0
CCDC96	0.0	-1.0	unstable_segmentation	unstable_segmentation	-1.0
CCDC97	1.0	0.0	1.0	-1.0	0.0
CCER1	0.0	0.0	-1.0	-1.0	-1.0
CCER2	1.0	0.0	1.0	-1.0	0.0
CCHCR1	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
CCIN	0.0	1.0	0.0	unstable_segmentation	0.0
CCKAR	0.0	-1.0	-1.0	0.0	-1.0
CCL17	0.0	-1.0	unstable_segmentation	2.0	unstable_segmentation
CCL19	0.0	1.0	0.0	unstable_segmentation	0.0
CCL20	-1.0	0.0	-1.0	unstable_segmentation	-1.0
CCL21	0.0	1.0	0.0	unstable_segmentation	0.0
CCL22	0.0	-1.0	unstable_segmentation	2.0	unstable_segmentation
CCL24	-1.0	1.0	unstable_segmentation	1.0	1.0
CCL25	0.0	0.0	1.0	-1.0	0.0
CCL26	-1.0	1.0	unstable_segmentation	1.0	1.0
CCL27	0.0	1.0	0.0	unstable_segmentation	0.0
CCL28	1.0	-1.0	unstable_segmentation	0.0	-1.0
CCM2	2.0	1.0	unstable_segmentation	0.0	1.0
CCM2L	2.0	1.0	1.0	-1.0	0.0
CCNA1	-1.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
CCNA2	-1.0	1.0	0.0	unstable_segmentation	-1.0
CCNB1	1.0	unstable_segmentation	-1.0	unstable_segmentation	-1.0
CCNB2	2.0	-1.0	-1.0	0.0	0.0
CCNB3	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
CCNC	1.0	0.0	0.0	unstable_segmentation	-1.0
CCND1	2.0	0.0	1.0	1.0	0.0
CCND2	0.0	0.0	1.0	1.0	0.0
CCND3	1.0	0.0	1.0	unstable_segmentation	-1.0
CCNDBP1	1.0	-1.0	-1.0	-1.0	1.0
CCNE1	1.0	0.0	1.0	0.0	0.0
CCNF	1.0	0.0	0.0	0.0	unstable_segmentation
CCNG1	1.0	-1.0	1.0	0.0	-1.0
CCNG2	-1.0	1.0	-1.0	unstable_segmentation	-1.0
CCNH	1.0	-1.0	-1.0	-1.0	-1.0
CCNI	-1.0	1.0	-1.0	unstable_segmentation	-1.0
CCNI2	1.0	-1.0	1.0	-1.0	-1.0
CCNJ	0.0	-1.0	-1.0	-1.0	-1.0
CCNJL	1.0	-1.0	1.0	0.0	-1.0
CCNL1	1.0	1.0	1.0	unstable_segmentation	-1.0
CCNL2	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
CCNO	1.0	-1.0	-1.0	unstable_segmentation	-1.0
CCNT1	0.0	0.0	-1.0	-1.0	-1.0
CCNT2	-1.0	0.0	0.0	-1.0	-1.0
CCNY	1.0	unstable_segmentation	1.0	1.0	unstable_segmentation
CCNYL1	-1.0	0.0	0.0	-1.0	-1.0
CCP110	1.0	unstable_segmentation	0.0	2.0	unstable_segmentation
CCPG1	1.0	-1.0	-1.0	-1.0	0.0
CCR1	-1.0	1.0	0.0	0.0	-1.0
CCR10	-1.0	0.0	unstable_segmentation	-1.0	0.0
CCR2	-1.0	1.0	0.0	0.0	-1.0
CCR3	-1.0	1.0	0.0	0.0	-1.0
CCR5	-1.0	1.0	0.0	0.0	-1.0
CCR9	-1.0	1.0	0.0	0.0	-1.0
CCRL2	-1.0	1.0	0.0	0.0	-1.0
CCSAP	1.0	1.0	1.0	0.0	1.0
CCSER1	-1.0	1.0	0.0	unstable_segmentation	-1.0
CCSER2	0.0	-1.0	-1.0	-1.0	-1.0
CCT2	2.0	0.0	-1.0	-1.0	-1.0
CCT3	1.0	1.0	unstable_segmentation	0.0	1.0
CCT4	0.0	0.0	0.0	unstable_segmentation	0.0
CCT5	2.0	-1.0	2.0	1.0	-1.0
CCT6A	2.0	1.0	1.0	0.0	1.0
CCT7	-1.0	0.0	0.0	-1.0	0.0
CCT8	0.0	0.0	-1.0	-1.0	0.0
CCZ1	0.0	1.0	1.0	unstable_segmentation	1.0
CCZ1B	0.0	1.0	1.0	unstable_segmentation	1.0
CD101	0.0	-1.0	unstable_segmentation	-1.0	unstable_segmentation
CD109	1.0	0.0	0.0	-1.0	-1.0
CD151	0.0	unstable_segmentation	-1.0	-1.0	0.0
CD163	0.0	0.0	1.0	unstable_segmentation	0.0
CD163L1	0.0	0.0	1.0	unstable_segmentation	0.0
CD164	1.0	0.0	0.0	0.0	-1.0
CD164L2	0.0	0.0	-1.0	0.0	1.0
CD177	1.0	0.0	1.0	-1.0	0.0
CD180	1.0	-1.0	-1.0	unstable_segmentation	-1.0
